	name	tla	home_helmet	home_logo	home_shirt	home_sleeve	home_pants	home_stripe	home_socks1	home_socks2	away_helmet	away_logo	away_shirt	away_sleeve	away_pants	away_stripe	away_socks1	away_socks2	alt_helmet	alt_logo	alt_shirt	alt_sleeve	alt_pants	alt_stripe	alt_socks1	alt_socks2	rush_helmet	rush_logo	rush_shirt	rush_sleeve	rush_pants	rush_stripe	rush_socks1	rush_socks2	roof	rainfall	snowfall	endzone
97	Provo	PRV	$ffffff	$002e5d	$002e5d	$002e5d	$ffffff	$002e5d	$ffffff	$ffffff	$dfdfdf	$002e5d	$ffffff	$ffffff	$dfdfdf	$002e5d	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	35	$002e5d
98	N.M. S.	NMS	$861f41	$861f41	$861f41	$861f41	$861f41	$ffffff	$861f41	$861f41	$dfdfdf	$861f41	$ffffff	$ffffff	$dfdfdf	$861f41	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	10	1	$861f41
99	South Bend	S.B	$ae9142	$0c2340	$0c2340	$0c2340	$c99700	$ae9142	$c99700	$c99700	$dfdfdf	$0c2340	$ffffff	$ffffff	$dfdfdf	$0c2340	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	35	$0c2340
100	Connecticut	CT.	$000e2f	$000e2f	$000e2f	$000e2f	$000e2f	$ffffff	$000e2f	$000e2f	$dfdfdf	$000e2f	$ffffff	$ffffff	$dfdfdf	$000e2f	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	30	$000e2f
101	Mass.	MA.	$971b2f	$971b2f	$971b2f	$971b2f	$971b2f	$ffffff	$971b2f	$971b2f	$dfdfdf	$971b2f	$ffffff	$ffffff	$dfdfdf	$971b2f	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	30	$971b2f
102	Akron	AKR	$a89968	$041e42	$041e42	$041e42	$041e42	$a89968	$041e42	$041e42	$dfdfdf	$041e42	$ffffff	$ffffff	$dfdfdf	$041e42	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	45	$041e42
103	Muncie S.	MUN	$000000	$000000	$000000	$000000	$ba0c2f	$ffffff	$ba0c2f	$ba0c2f	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	42	21	$000000
104	Bowling G.	B.G	$4f2c1d	$4f2c1d	$4f2c1d	$4f2c1d	$fe5000	$fe5000	$fe5000	$fe5000	$dfdfdf	$4f2c1d	$ffffff	$ffffff	$dfdfdf	$4f2c1d	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	29	$4f2c1d
105	Buffalo	BUF	$005bbb	$005bbb	$005bbb	$005bbb	$000000	$ffffff	$000000	$000000	$dfdfdf	$005bbb	$ffffff	$ffffff	$dfdfdf	$005bbb	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	89	$005bbb
106	C. Michigan	CMI	$6a0032	$6a0032	$6a0032	$6a0032	$ffc82e	$ffc82e	$ffc82e	$ffc82e	$dfdfdf	$6a0032	$ffffff	$ffffff	$dfdfdf	$6a0032	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	35	$6a0032
107	E. Michigan	EMI	$006633	$006633	$006633	$006633	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$006633	$ffffff	$ffffff	$dfdfdf	$006633	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	32	$006633
108	Kent S.	KNT	$002664	$002664	$002664	$002664	$eaab00	$eaab00	$eaab00	$eaab00	$dfdfdf	$002664	$ffffff	$ffffff	$dfdfdf	$002664	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	19	$002664
109	Miami OH	MOH	$b61e2e	$b61e2e	$b61e2e	$b61e2e	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$b61e2e	$ffffff	$ffffff	$dfdfdf	$b61e2e	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	15	$b61e2e
110	N. Illinois	NIL	$000000	$ba0c2f	$ba0c2f	$ba0c2f	$ffffff	$ba0c2f	$ffffff	$ffffff	$dfdfdf	$ba0c2f	$ffffff	$ffffff	$dfdfdf	$ba0c2f	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	35	$ba0c2f
111	Ohio	OH.	$ffffff	$00694e	$00694e	$00694e	$ffffff	$00694e	$ffffff	$ffffff	$dfdfdf	$00694e	$ffffff	$ffffff	$dfdfdf	$00694e	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	16	$00694e
112	Toledo	TOL	$15397f	$ffda00	$ffda00	$ffda00	$15397f	$15397f	$15397f	$15397f	$dfdfdf	$ffda00	$ffffff	$ffffff	$dfdfdf	$ffda00	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	38	29	$ffda00
113	W. Michigan	WMI	$6c2043	$6c2043	$6c2043	$6c2043	$b5a167	$b5a167	$b5a167	$b5a167	$dfdfdf	$6c2043	$ffffff	$ffffff	$dfdfdf	$6c2043	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	41	35	$6c2043
114	Air Force	A.F	$003087	$003087	$003087	$003087	$b1b3b3	$003087	$b1b3b3	$b1b3b3	$dfdfdf	$003087	$ffffff	$ffffff	$dfdfdf	$003087	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	14	67	$003087
115	Boise S.	B.S	$0033a0	$0033a0	$0033a0	$0033a0	$0033a0	$d64309	$0033a0	$0033a0	$dfdfdf	$0033a0	$ffffff	$ffffff	$dfdfdf	$0033a0	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	35	$0033a0
116	Colorado S.	COS	$1e4d2b	$1e4d2b	$1e4d2b	$1e4d2b	$c8c372	$c8c372	$c8c372	$c8c372	$dfdfdf	$1e4d2b	$ffffff	$ffffff	$dfdfdf	$1e4d2b	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	15	67	$1e4d2b
117	Fresno S.	FRS	$db0032	$db0032	$db0032	$db0032	$db0032	$ffffff	$db0032	$db0032	$dfdfdf	$db0032	$ffffff	$ffffff	$dfdfdf	$db0032	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	15	0	$db0032
118	Hawaii	HI.	$024731	$024731	$024731	$024731	$024731	$b1b1b1	$024731	$024731	$dfdfdf	$024731	$ffffff	$ffffff	$dfdfdf	$024731	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	0	$024731
119	Nevada	NV.	$003366	$003366	$003366	$003366	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$003366	$ffffff	$ffffff	$dfdfdf	$003366	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	15	10	$003366
120	New Mexico	N.M	$a7a8aa	$ba0c2f	$ba0c2f	$ba0c2f	$ffffff	$ba0c2f	$ffffff	$ffffff	$dfdfdf	$ba0c2f	$ffffff	$ffffff	$dfdfdf	$ba0c2f	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	13	10	$ba0c2f
121	San Diego S.	SAN	$a61923	$000000	$000000	$000000	$000000	$000000	$000000	$000000	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	16	0	$000000
122	San Jose S.	SJS	$0055a2	$0055a2	$0055a2	$0055a2	$0055a2	$e5a823	$0055a2	$0055a2	$dfdfdf	$0055a2	$ffffff	$ffffff	$dfdfdf	$0055a2	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$0055a2
123	Nevada L.V.	NLV	$cf0a2c	$cf0a2c	$cf0a2c	$cf0a2c	$ffffff	$cac8c8	$ffffff	$ffffff	$dfdfdf	$cf0a2c	$ffffff	$ffffff	$dfdfdf	$cf0a2c	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	5	0	$cf0a2c
124	Utah S.	UTS	$0f2439	$0f2439	$0f2439	$0f2439	$0f2439	$9d968d	$0f2439	$0f2439	$dfdfdf	$0f2439	$ffffff	$ffffff	$dfdfdf	$0f2439	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	35	30	$0f2439
125	Wyoming	WY.	$ffffff	$492f24	$492f24	$492f24	$ffc425	$492f24	$ffc425	$ffc425	$dfdfdf	$492f24	$ffffff	$ffffff	$dfdfdf	$492f24	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	17	71	$492f24
126	Arizona	AZ.	$ab0520	$ab0520	$ab0520	$ab0520	$0c234b	$0c234b	$0c234b	$0c234b	$dfdfdf	$ab0520	$ffffff	$ffffff	$dfdfdf	$ab0520	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	4	0	$ab0520
127	Arizona S.	AZS	$fdc727	$8d0e3b	$8d0e3b	$8d0e3b	$fdc727	$000000	$fdc727	$fdc727	$dfdfdf	$8d0e3b	$ffffff	$ffffff	$dfdfdf	$8d0e3b	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	4	0	$8d0e3b
128	California	CAL	$041e42	$041e42	$041e42	$041e42	$041e42	$ffc72c	$041e42	$041e42	$dfdfdf	$041e42	$ffffff	$ffffff	$dfdfdf	$041e42	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	20	0	$041e42
129	Colorado	CO.	$d0b87c	$000000	$000000	$000000	$000000	$ffffff	$000000	$000000	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	65	$000000
130	Oregon	OR.	$004e27	$004e27	$004e27	$004e27	$fce012	$ffffff	$fce012	$fce012	$dfdfdf	$004e27	$ffffff	$ffffff	$dfdfdf	$004e27	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	50	5	$004e27
131	Oregon S.	ORS	$ffffff	$f37421	$f37421	$f37421	$f37421	$c34500	$f37421	$f37421	$dfdfdf	$f37421	$ffffff	$ffffff	$dfdfdf	$f37421	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	50	5	$f37421
132	Palo Alto	P.A	$ffffff	$9a0000	$9a0000	$9a0000	$ffffff	$9a0000	$ffffff	$ffffff	$dfdfdf	$9a0000	$ffffff	$ffffff	$dfdfdf	$9a0000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	20	0	$9a0000
133	Cal L.A.	CLA	$ffc138	$0080c1	$0080c1	$0080c1	$ffc138	$ffffff	$ffc138	$ffc138	$dfdfdf	$0080c1	$ffffff	$ffffff	$dfdfdf	$0080c1	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	16	0	$0080c1
134	S. Cal.	SCA	$990000	$990000	$990000	$990000	$ffc72c	$ffc72c	$ffc72c	$ffc72c	$dfdfdf	$990000	$ffffff	$ffffff	$dfdfdf	$990000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	16	0	$990000
135	Utah	UT.	$cc0000	$000000	$000000	$000000	$000000	$ffffff	$000000	$000000	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	40	$000000
136	Washington	WA.	$ecdca8	$3f366a	$3f366a	$3f366a	$ecdca8	$ffffff	$ecdca8	$ecdca8	$dfdfdf	$3f366a	$ffffff	$ffffff	$dfdfdf	$3f366a	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	67	1	$3f366a
137	Wash. S.	WAS	$a7a9ac	$a80532	$a80532	$a80532	$a80532	$ffffff	$a80532	$a80532	$dfdfdf	$a80532	$ffffff	$ffffff	$dfdfdf	$a80532	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	20	40	$a80532
138	Alabama	AL.	$a8263b	$a8263b	$a8263b	$a8263b	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$a8263b	$ffffff	$ffffff	$dfdfdf	$a8263b	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	45	3	$a8263b
139	Arkansas	AR.	$9d2235	$9d2235	$9d2235	$9d2235	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$9d2235	$ffffff	$ffffff	$dfdfdf	$9d2235	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	36	10	$9d2235
140	Auburn	AUB	$ffffff	$0c2340	$0c2340	$0c2340	$ffffff	$e87722	$ffffff	$ffffff	$dfdfdf	$0c2340	$ffffff	$ffffff	$dfdfdf	$0c2340	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	41	1	$0c2340
141	Florida	FL.	$fa4616	$0021a5	$0021a5	$0021a5	$ffffff	$0021a5	$ffffff	$ffffff	$dfdfdf	$0021a5	$ffffff	$ffffff	$dfdfdf	$0021a5	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	47	0	$0021a5
142	Georgia	GA.	$ba0c2f	$ba0c2f	$ba0c2f	$ba0c2f	$ffffff	$000000	$ffffff	$ffffff	$dfdfdf	$ba0c2f	$ffffff	$ffffff	$dfdfdf	$ba0c2f	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	45	2	$ba0c2f
143	Kentucky	KY.	$0033a0	$0033a0	$0033a0	$0033a0	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$0033a0	$ffffff	$ffffff	$dfdfdf	$0033a0	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	34	14	$0033a0
144	Louisiana S.	LAS	$ffffff	$333399	$333399	$333399	$ffffff	$ffc066	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$dfdfdf	$333399	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	60	0	$333399
145	Miss. S.	MSS	$660000	$660000	$660000	$660000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$dfdfdf	$660000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$660000
146	Missouri	MO.	$000000	$000000	$000000	$000000	$f1b82d	$f1b82d	$f1b82d	$f1b82d	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	34	8	$000000
147	Mississippi	MS.	$14213d	$ce1126	$ce1126	$ce1126	$ffffff	$ce1126	$ffffff	$ffffff	$dfdfdf	$ce1126	$ffffff	$ffffff	$dfdfdf	$ce1126	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$ce1126
148	S. Carolina	S.C	$ffffff	$73000a	$73000a	$73000a	$ffffff	$000000	$ffffff	$ffffff	$dfdfdf	$73000a	$ffffff	$ffffff	$dfdfdf	$73000a	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	5	$73000a
149	Tennessee	TN.	$ffffff	$ff8200	$ff8200	$ff8200	$ffffff	$ff8200	$ffffff	$ffffff	$dfdfdf	$ff8200	$ffffff	$ffffff	$dfdfdf	$ff8200	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	43	3	$ff8200
150	Texas A.	TXA	$500000	$500000	$500000	$500000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$500000	$ffffff	$ffffff	$dfdfdf	$500000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	41	0	$500000
151	Nashville	NSH	$866d4b	$000000	$000000	$000000	$000000	$000000	$000000	$000000	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	45	2	$000000
152	Appalachian	APP	$000000	$000000	$000000	$000000	$000000	$ffcc00	$000000	$000000	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	25	$000000
153	Arkansas S.	ARS	$000000	$000000	$000000	$000000	$cc092f	$cc092f	$cc092f	$cc092f	$dfdfdf	$000000	$ffffff	$ffffff	$dfdfdf	$000000	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	40	10	$000000
154	C. Carolina	CCO	$111111	$006f41	$006f41	$006f41	$ffffff	$006f41	$ffffff	$ffffff	$dfdfdf	$006f41	$ffffff	$ffffff	$dfdfdf	$006f41	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	1	$006f41
155	Georgia So.	GSO	$011e41	$011e41	$011e41	$011e41	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$011e41	$ffffff	$ffffff	$dfdfdf	$011e41	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	48	1	$011e41
156	Georgia S.	GAS	$0039a6	$0039a6	$0039a6	$0039a6	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$0039a6	$ffffff	$ffffff	$dfdfdf	$0039a6	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	51	1	$0039a6
157	Louisiana	LA.	$ce181e	$ce181e	$ce181e	$ce181e	$ce181e	$ffffff	$ce181e	$ce181e	$dfdfdf	$ce181e	$ffffff	$ffffff	$dfdfdf	$ce181e	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	54	0	$ce181e
158	Louisiana M.	LAM	$ffffff	$800029	$800029	$800029	$ffffff	$800029	$ffffff	$ffffff	$dfdfdf	$800029	$ffffff	$ffffff	$dfdfdf	$800029	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	44	0	$800029
159	S. Alabama	SAL	$00205b	$bf0d3e	$bf0d3e	$bf0d3e	$ffffff	$bf0d3e	$ffffff	$ffffff	$dfdfdf	$bf0d3e	$ffffff	$ffffff	$dfdfdf	$bf0d3e	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	54	0	$bf0d3e
160	Texas S.	TXS	$501214	$501214	$501214	$501214	$8d734a	$8d734a	$8d734a	$8d734a	$dfdfdf	$501214	$ffffff	$ffffff	$dfdfdf	$501214	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	1	$501214
161	Troy	TRO	$b3b5b8	$8a2432	$8a2432	$8a2432	$8a2432	$8a2432	$8a2432	$8a2432	$dfdfdf	$8a2432	$ffffff	$ffffff	$dfdfdf	$8a2432	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	39	1	$8a2432
162	Harrisonb'g	HBG	$3C326E	$3C326E	$3C326E	$3C326E	$3C326E	$f6ead0	$3C326E	$3C326E	$dfdfdf	$3C326E	$ffffff	$ffffff	$dfdfdf	$3C326E	$ffffff	$ffffff	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	21	1	$3C326E
